Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
1800	-5718.634	-5718.848	0.2139049	0.208868	0	0	0.0446527	0.9553473	1e-06	0.0446527	1e-06	1e-06	0.955347	1e-06	0.0446527	0.955347
1850	-6051.998	-6052.249	0.2504135	0.2052172	0	0	0.04671987	0.9532801	1e-06	0.0467199	1e-06	1e-06	0.95328	1e-06	0.0467199	0.95328
1900	-6020.28	-6020.388	0.1073355	0.219525	0	0	0.04046118	0.9595388	1e-06	0.0404612	1e-06	1e-06	0.959539	1e-06	0.0404612	0.959539
1950	-6324.311	-6324.434	0.1224907	0.2180094	0	0	0.04562867	0.9543713	1e-06	0.0456287	1e-06	1e-06	0.954371	1e-06	0.0456287	0.954371
2000	-6311.664	-6311.609	-0.05507599	0.2357661	0	0	0.04172751	0.9582725	1e-06	0.0417275	1e-06	1e-06	0.958272	1e-06	0.0417275	0.958272
2050	-6397.427	-6397.358	-0.0691094	0.2371694	0	0	0.04242307	0.9575769	1e-06	0.0424231	1e-06	1e-06	0.957577	1e-06	0.0424231	0.957577
2100	-6394.673	-6394.87	0.1972229	0.2105362	0	0	0.04695594	0.9530441	1e-06	0.0469559	1e-06	1e-06	0.953044	1e-06	0.0469559	0.953044
2150	-6551.998	-6552.043	0.04501737	0.2257568	0	0	0.04305243	0.9569476	1e-06	0.0430524	1e-06	1e-06	0.956948	1e-06	0.0430524	0.956948
2200	-6099.992	-6100.153	0.1608272	0.2141758	0	0	0.04507068	0.9549293	1e-06	0.0450707	1e-06	1e-06	0.954929	1e-06	0.0450707	0.954929
2250	-7034.888	-7034.77	-0.1182966	0.2420882	0	0	0.04841833	0.9515817	1e-06	0.0484183	1e-06	1e-06	0.951582	1e-06	0.0484183	0.951582
2300	-6412.972	-6413.046	0.07452211	0.2228063	0	0	0.04648777	0.9535122	1e-06	0.0464878	1e-06	1e-06	0.953512	1e-06	0.0464878	0.953512
2350	-6490.235	-6490.298	0.06294801	0.2239637	0	0	0.04540409	0.9545959	1e-06	0.0454041	1e-06	1e-06	0.954596	1e-06	0.0454041	0.954596
2400	-6326.759	-6326.753	-0.005279495	0.2307865	0	0	0.0448045	0.9551955	1e-06	0.0448045	1e-06	1e-06	0.955195	1e-06	0.0448045	0.955195
2450	-6678.395	-6678.504	0.1098712	0.2192714	0	0	0.04613362	0.9538664	1e-06	0.0461336	1e-06	1e-06	0.953866	1e-06	0.0461336	0.953866
2500	-6287.747	-6287.778	0.03041696	0.2272168	0	0	0.04312584	0.9568742	1e-06	0.0431258	1e-06	1e-06	0.956874	1e-06	0.0431258	0.956874
2550	-6207.778	-6207.908	0.1306461	0.2171939	0	0	0.04597257	0.9540274	1e-06	0.0459726	1e-06	1e-06	0.954027	1e-06	0.0459726	0.954027
2600	-6383.796	-6383.829	0.03270044	0.2269885	0	0	0.04243048	0.9575695	1e-06	0.0424305	1e-06	1e-06	0.95757	1e-06	0.0424305	0.95757
2650	-6641.791	-6641.763	-0.02757561	0.2330161	0	0	0.0427276	0.9572724	1e-06	0.0427276	1e-06	1e-06	0.957272	1e-06	0.0427276	0.957272
2700	-6054.591	-6054.782	0.1915003	0.2111085	0	0	0.04127054	0.9587295	1e-06	0.0412705	1e-06	1e-06	0.958729	1e-06	0.0412705	0.958729
2750	-6267.963	-6267.979	0.01549021	0.2287095	0	0	0.04310157	0.9568984	1e-06	0.0431016	1e-06	1e-06	0.956898	1e-06	0.0431016	0.956898
2800	-6351.159	-6351.245	0.08600906	0.2216576	0	0	0.04476051	0.9552395	1e-06	0.0447605	1e-06	1e-06	0.955239	1e-06	0.0447605	0.955239
2850	-6218.426	-6218.495	0.06835469	0.223423	0	0	0.04010716	0.9598928	1e-06	0.0401072	1e-06	1e-06	0.959893	1e-06	0.0401072	0.959893
2900	-6376.878	-6377.067	0.1888682	0.2113717	0	0	0.04477301	0.955227	1e-06	0.044773	1e-06	1e-06	0.955227	1e-06	0.044773	0.955227
2950	-6275.508	-6275.748	0.2398774	0.2062708	0	0	0.04923473	0.9507653	1e-06	0.0492347	1e-06	1e-06	0.950765	1e-06	0.0492347	0.950765
3000	-6080.053	-6080.274	0.2204849	0.20821	0	0	0.0444394	0.9555606	1e-06	0.0444394	1e-06	1e-06	0.955561	1e-06	0.0444394	0.955561
3050	-6138.915	-6139.149	0.2342836	0.2068301	0	0	0.04410545	0.9558946	1e-06	0.0441054	1e-06	1e-06	0.955895	1e-06	0.0441054	0.955895
3100	-6270.548	-6270.714	0.1656137	0.2136971	0	0	0.04475726	0.9552427	1e-06	0.0447573	1e-06	1e-06	0.955243	1e-06	0.0447573	0.955243
3150	-6228.611	-6228.764	0.1528291	0.2149756	0	0	0.04272311	0.9572769	1e-06	0.0427231	1e-06	1e-06	0.957277	1e-06	0.0427231	0.957277
3200	-6262.511	-6262.622	0.1107433	0.2191842	0	0	0.04357126	0.9564287	1e-06	0.0435713	1e-06	1e-06	0.956429	1e-06	0.0435713	0.956429
3250	-6067.507	-6067.671	0.1634708	0.2139114	0	0	0.04102573	0.9589743	1e-06	0.0410257	1e-06	1e-06	0.958974	1e-06	0.0410257	0.958974
3300	-6348.606	-6348.608	0.002010843	0.2300574	0	0	0.04064535	0.9593547	1e-06	0.0406453	1e-06	1e-06	0.959355	1e-06	0.0406453	0.959355
3350	-6049.486	-6049.695	0.209742	0.2092843	0	0	0.04252704	0.957473	1e-06	0.042527	1e-06	1e-06	0.957473	1e-06	0.042527	0.957473
3400	-6419.88	-6420.018	0.1385321	0.2164053	0	0	0.04460159	0.9553984	1e-06	0.0446016	1e-06	1e-06	0.955398	1e-06	0.0446016	0.955398
3450	-6059.914	-6060.104	0.1893187	0.2113266	0	0	0.03909242	0.9609076	1e-06	0.0390924	1e-06	1e-06	0.960908	1e-06	0.0390924	0.960908
3500	-6586.822	-6586.896	0.07411382	0.2228471	0	0	0.04500091	0.9549991	1e-06	0.0450009	1e-06	1e-06	0.954999	1e-06	0.0450009	0.954999
3550	-6666.095	-6666.056	-0.03820827	0.2340793	0	0	0.0456642	0.9543358	1e-06	0.0456642	1e-06	1e-06	0.954336	1e-06	0.0456642	0.954336
3600	-6199.531	-6199.491	-0.04011071	0.2342696	0	0	0.04113585	0.9588642	1e-06	0.0411358	1e-06	1e-06	0.958864	1e-06	0.0411358	0.958864
3650	-5981.27	-5981.489	0.2187152	0.208387	0	0	0.04104569	0.9589543	1e-06	0.0410457	1e-06	1e-06	0.958954	1e-06	0.0410457	0.958954
3700	-6228.859	-6228.945	0.08556192	0.2217023	0	0	0.04003041	0.9599696	1e-06	0.0400304	1e-06	1e-06	0.95997	1e-06	0.0400304	0.95997
